Company Name,Industry,ticker,Series,ISIN Code,security_id
Inventurus Knowledge Solutions Ltd.,Information Technology,IKS,EQ,INE115Q01022,28125
Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038,1633
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036,1726
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,13270
JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01051,11655
JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,EQ,INE573A01042,14435
JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023,13637
JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,17869
JSW Holdings Ltd.,Financial Services,JSWHL,BE,INE824G01012,11883
JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026,19020
JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038,11723
Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018,11763
Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041,5633
Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01032,3024
Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021,11236
Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030,6733
Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017,18143
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,18096
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,2783
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,3637
Jupiter Wagons Ltd.,Capital Goods,JWL,EQ,INE209L01016,20224
Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,29962
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,15146
Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024,21334
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,14912
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,13310
KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,15283
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,9683
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036,1808
Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022,1814
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,2955
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024,1196
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028,1838
Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012,12092
Kec International Ltd.,Construction,KEC,EQ,INE389H01022,13260
Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010,13359
Kirloskar Brothers Ltd.,Capital Goods,KIRLOSBROS,EQ,INE732A01036,18581
Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010,20936
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01028,1922
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01025,4847
L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015,24948
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017,18564
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026,1997
LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020,13816
LTIMindtree Ltd.,Information Technology,LTIM,EQ,INE214T01019,17818
Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030,11483
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011,6818
Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028,19234
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018,2606
Life Insurance Corporation of India,Financial Services,LICI,EQ,INE0J1Y01017,9480
Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011,1627
Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032,17313
Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037,10440
MMTC Ltd.,Services,MMTC,EQ,INE123F01029,17957
MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011,2277
Macrotech Developers Ltd.,Realty,LODHA,EQ,INE670K01029,3220
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,17534
Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025,2088
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024,20050
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026,2031
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027,19061
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,2283
Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028,15380
Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,4067
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010,10999
Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021,2124
Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020,2142
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010,22377
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020,509
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020,9581
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021,25897
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015,8596
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,14947
MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018,4503
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035,31181
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012,23650
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026,3918
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,31415
NCC Ltd.,Construction,NCC,EQ,INE868B01028,2319
NHPC Ltd.,Power,NHPC,EQ,INE848E01016,17400
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014,8585
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023,15332
NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018,14180
NTPC Green Energy Ltd.,Power,NTPCGREEN,EQ,INE0ONG01011,27176
NTPC Ltd.,Power,NTPC,EQ,INE733E01010,11630
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,11840
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,6364
Nava Ltd.,Power,NAVA,EQ,INE725A01030,4014
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026,14672
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024,17963
Netweb Technologies India Ltd.,Information Technology,NETWEB,EQ,INE0NT901020,17433
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013,14111
Neuland Laboratories Ltd.,Healthcare,NEULANDLAB,EQ,INE794A01010,2406
Newgen Software Technologies Ltd.,Information Technology,NEWGEN,EQ,INE619B01017,1164
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013,357
Niva Bupa Health Insurance Company Ltd.,Financial Services,NIVABUPA,EQ,INE995S01015,27097
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01015,18721
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,20242
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,2475
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,17438
Ola Electric Mobility Ltd.,Automobile and Auto Components,OLAELEC,EQ,INE0LXG01040,24777
Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,EQ,INE260D01016,10637
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,6705
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,10738
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026,6656
PCBL Chemical Ltd.,Chemicals,PCBL,EQ,INE602A01031,2649
PG Electroplast Ltd.,Consumer Durables,PGEL,EQ,INE457L01029,25358
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030,24184
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012,18908
PNC Infratech Ltd.,Construction,PNCINFRA,EQ,INE195J01029,9385
PTC Industries Ltd.,Capital Goods,PTCIL,EQ,INE596F01018,16682
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014,13147
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,14413
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035,17029
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021,18365
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014,11351
Pfizer Ltd.,Healthcare,PFIZER,EQ,INE182A01018,2643
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,14552
Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026,2664
Piramal Enterprises Ltd.,Financial Services,PEL,EQ,INE140A01024,2412
Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011,11571
Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021,25718
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017,9590
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022,11403
Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011,14299
Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010,14977
Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025,2705
Premier Energies Ltd.,Capital Goods,PREMIERENE,EQ,INE0BS701011,25049
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011,20302
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022,10666
R R Kabel Ltd.,Capital Goods,RRKABEL,EQ,INE777K01022,18566
RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028,18391
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018,15355
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,EQ,INE743M01012,31163
RITES Ltd.,Construction,RITES,EQ,INE320J01015,3761
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028,10990
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,9552
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019,2431
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW,EQ,INE961O01016,9408
Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE,EQ,INE399G01023,11411
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015,2866
RattanIndia Enterprises Ltd.,Consumer Services,RTNINDIA,EQ,INE834M01019,27297
Raymond Lifestyle Ltd.,Textiles,RAYMONDLSL,EQ,INE02ID01020,25073
Raymond Ltd.,Realty,RAYMOND,BE,INE301A01014,2859
Redington Ltd.,Services,REDINGTON,EQ,INE891D01026,14255
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018,2885
Reliance Power Ltd.,Power,RPOWER,EQ,INE614G01033,15259
Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017,128
SBFC Finance Ltd.,Financial Services,SBFC,EQ,INE423Y01016,18026
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016,17971
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,21808
SJVN Ltd.,Power,SJVN,EQ,INE002L01015,18883
SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023,3186
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010,3273
Sagility India Ltd.,Information Technology,SAGILITY,EQ,INE0W2G01015,27052
Sai Life Sciences Ltd.,Healthcare,SAILIFE,EQ,INE570L01029,27839
Sammaan Capital Ltd.,Financial Services,SAMMAANCAP,EQ,INE148I01020,30125
Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035,4204
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01020,6718
Sarda Energy and Minerals Ltd.,Metals & Mining,SARDAEN,EQ,INE385C01021,17758
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,4892
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022,1011
Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,EQ,INE839M01018,31234
Shipping Corporation of India Ltd.,Services,SCI,EQ,INE109A01011,3048
Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015,3103
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022,12026
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01047,4306
Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL,EQ,INE810G01011,4693
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,3150
Signatureglobal (India) Ltd.,Realty,SIGNATURE,EQ,INE903U01023,18743
Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015,13826
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,13332
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,4684
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021,6596
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,7083
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,3045
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,2963
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ,INE00M201021,12489
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013,17105
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,3351
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027,13404
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013,3339
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021,3345
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,3363
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,12018
Swan Energy Ltd.,Chemicals,SWANENERGY,EQ,INE665A01038,27095
Swiggy Ltd.,Consumer Services,SWIGGY,EQ,INE00H001014,27066
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022,10243
Syrma SGS Technology Ltd.,Capital Goods,SYRMA,EQ,INE0DYJ01015,10793
TBO Tek Ltd.,Consumer Services,TBOTEK,EQ,INE673O01025,23740
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,8479
Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032,13976
Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019,3405
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,3721
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,11536
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,3432
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,3411
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01018,1621
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022,3456
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,3426
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,3499
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025,20293
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013,8954
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,13538
Techno Electric & Engineering Company Ltd.,Construction,TECHNOE,EQ,INE285K01026,6445
Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012,21131
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,399
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037,2043
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,3475
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,14198
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020,15414
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,3506
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,3518
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,13786
Transformers And Rectifiers (India) Ltd.,Capital Goods,TARIL,EQ,INE763I01026,15174
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,1964
Trident Ltd.,Textiles,TRIDENT,EQ,INE064C01022,9685
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI,EQ,INE256C01024,13081
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016,25584
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,312
UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,11223
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023,14154
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,11287
UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016,527
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,11532
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,10753
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025,16713
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024,10447
Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035,8840
V-Guard Industries Ltd.,Consumer Durables,VGUARD,EQ,INE951I01027,15362
Valor Estate Ltd.,Consumer Services,DBREALTY,EQ,INE879I01012,18124
Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020,2073
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039,18921
Vedant Fashions Ltd.,Consumer Services,MANYAVAR,EQ,INE825V01034,8167
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,3063
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024,5585
Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019,27969
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,14366
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,3718
Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017,25907
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025,11821
Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031,11253
Westlife Foodworld Ltd.,Consumer Services,WESTLIFE,EQ,INE274F01020,11580
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013,18011
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,3787
Wockhardt Ltd.,Healthcare,WOCKPHARMA,EQ,INE049B01025,7506
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,11915
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019,16915
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028,3812
Zen Technologies Ltd.,Capital Goods,ZENTEC,EQ,INE251B01027,7508
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027,1076
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,7929
eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010,15179
